code,name,description,refreshed_at,from_date,to_date
BOM530713,AJEL LTD. EOD Prices,End of Day prices and additional trading information for AJEL LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-06,2019-01-29
BOM530715,ALPS INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for ALPS INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-06,2018-12-07
BOM530719,Ikf Finance Ltd. EOD Prices,End of Day prices and additional trading information for Ikf Finance Ltd. EOD Prices.,2015-11-12 11:56:53,1995-07-06,2015-02-09
BOM530721,ANG Industries Limited EOD Prices,End of Day prices and additional trading information for ANG Industries Limited EOD Prices.,2019-02-01 13:24:04,1995-07-07,2019-01-31
BOM530723,ASIT C.MEHTA FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for ASIT C.MEHTA FINANCIAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-07,2019-01-28
BOM530733,Nova Publications India Ltd EOD Prices,End of Day prices and additional trading information for Nova Publications India Ltd EOD Prices.,2019-02-01 13:24:04,1995-07-10,2019-01-31
BOM530735,SUPER BAKERS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for SUPER BAKERS (INDIA) LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-10,2019-01-28
BOM530743,GEI INDUSTRIAL SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for GEI INDUSTRIAL SYSTEMS LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-11,2017-05-02
BOM530745,LN INDUSTRIES INDIA LTD. EOD Prices,End of Day prices and additional trading information for LN INDUSTRIES INDIA LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-13,2017-08-07
BOM530747,INDO ASIAN FINANCE LTD. EOD Prices,End of Day prices and additional trading information for INDO ASIAN FINANCE LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-21,2018-09-17
BOM530759,STERLING TOOLS LTD.-$ EOD Prices,End of Day prices and additional trading information for STERLING TOOLS LTD.-$ EOD Prices.,2019-02-01 13:24:04,1995-07-11,2019-01-31
BOM530763,Sunbright Stock Broking Ltd. EOD Prices,End of Day prices and additional trading information for Sunbright Stock Broking Ltd. EOD Prices.,2015-11-12 11:56:53,1995-07-11,2015-08-20
BOM530765,DEVKI LEASING & FINANCE LTD. EOD Prices,End of Day prices and additional trading information for DEVKI LEASING & FINANCE LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-12,2018-10-11
BOM530769,Venus Universal Ltd. EOD Prices,End of Day prices and additional trading information for Venus Universal Ltd. EOD Prices.,2015-11-12 11:56:53,1995-07-13,2015-08-26
BOM530771,KLG CAPITAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for KLG CAPITAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-13,2019-01-31
BOM530773,IVRCL LTD EOD Prices,End of Day prices and additional trading information for IVRCL LTD EOD Prices.,2019-02-01 13:24:04,1995-07-13,2019-01-31
BOM530777,INFRA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for INFRA INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-13,2018-12-03
BOM530779,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD. EOD Prices,End of Day prices and additional trading information for DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-18,2018-12-19
BOM530781,INTERNATIONAL HOUSING FINANCE CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for INTERNATIONAL HOUSING FINANCE CORPORATION LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-13,2018-07-30
BOM530783,TRANS ASIA CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for TRANS ASIA CORPORATION LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-17,2018-10-15
BOM530787,INLAND PRINTERS LTD. EOD Prices,End of Day prices and additional trading information for INLAND PRINTERS LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-18,2018-09-19
BOM530789,CEEJAY FINANCE LTD. EOD Prices,End of Day prices and additional trading information for CEEJAY FINANCE LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-14,2019-01-28
BOM530795,SUNCITY SYNTHETICS LTD. EOD Prices,End of Day prices and additional trading information for SUNCITY SYNTHETICS LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-19,2019-01-08
BOM530797,SHREE GANESH ELASTOPLAST LTD. EOD Prices,End of Day prices and additional trading information for SHREE GANESH ELASTOPLAST LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-17,2018-09-04
BOM530799,ANNA INFRASTRUCTURES LTD. EOD Prices,End of Day prices and additional trading information for ANNA INFRASTRUCTURES LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-17,2018-07-31
BOM530801,DIAMOND INFOSYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for DIAMOND INFOSYSTEMS LTD. EOD Prices.,2019-02-01 13:24:04,1995-07-18,2018-11-21
BOM530803,Bhageria Industries Ltd EOD Prices,End of Day prices and additional trading information for Bhageria Industries Ltd EOD Prices.,2019-02-01 13:24:05,1995-07-17,2019-01-31
BOM530807,REGALIAA REALTY LTD. EOD Prices,End of Day prices and additional trading information for REGALIAA REALTY LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-18,2018-12-28
BOM530809,BNR UDYOG LTD. EOD Prices,End of Day prices and additional trading information for BNR UDYOG LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-18,2019-01-29
BOM530811,NETVISTA INFORMATION TECHNOLOGY LTD. EOD Prices,End of Day prices and additional trading information for NETVISTA INFORMATION TECHNOLOGY LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-18,2018-08-30
BOM530813,KRBL LTD. EOD Prices,End of Day prices and additional trading information for KRBL LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-19,2019-01-31
BOM530815,REFNOL RESINS & CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for REFNOL RESINS & CHEMICALS LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-19,2019-01-31
BOM530821,SSPDL LTD.-$ EOD Prices,End of Day prices and additional trading information for SSPDL LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-07-20,2019-01-31
BOM530825,DAIKAFFIL CHEMICALS INDIA LTD. EOD Prices,End of Day prices and additional trading information for DAIKAFFIL CHEMICALS INDIA LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-20,2019-01-31
BOM530829,CIL SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for CIL SECURITIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-20,2019-01-30
BOM530839,CLIO INFOTECH LTD. EOD Prices,End of Day prices and additional trading information for CLIO INFOTECH LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-21,2019-01-30
BOM530841,Shri Bholanath Carpets Ltd EOD Prices,End of Day prices and additional trading information for Shri Bholanath Carpets Ltd EOD Prices.,2019-02-01 13:24:05,1995-07-21,2018-07-05
BOM530843,CUPID LTD.-$ EOD Prices,End of Day prices and additional trading information for CUPID LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-07-25,2019-01-31
BOM530845,SUNSHIELD CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for SUNSHIELD CHEMICALS LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-25,2019-01-31
BOM530853,HIPOLIN LTD. EOD Prices,End of Day prices and additional trading information for HIPOLIN LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-26,2019-01-30
BOM530855,GDL LEASING & FINANCE LTD. EOD Prices,End of Day prices and additional trading information for GDL LEASING & FINANCE LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-26,2015-02-06
BOM530859,COSBOARD INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for COSBOARD INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-26,2019-01-31
BOM530863,FE (India) Ltd EOD Prices,End of Day prices and additional trading information for FE (India) Ltd EOD Prices.,2019-02-01 13:24:05,1995-07-26,2017-03-27
BOM530867,SFL International Ltd EOD Prices,End of Day prices and additional trading information for SFL International Ltd EOD Prices.,2019-02-01 13:24:05,1995-07-26,2019-01-31
BOM530871,CHEMBOND CHEMICALS LTD.-$ EOD Prices,End of Day prices and additional trading information for CHEMBOND CHEMICALS LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-07-26,2019-01-31
BOM530879,Capital India Finance Ltd EOD Prices,End of Day prices and additional trading information for Capital India Finance Ltd EOD Prices.,2019-02-01 13:24:05,1995-09-05,2019-01-31
BOM530881,CENTURY TWENTYFIRST PORTFOLIO LTD. EOD Prices,End of Day prices and additional trading information for CENTURY TWENTYFIRST PORTFOLIO LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-01,2018-07-30
BOM530883,SUPER CROP SAFE LTD. EOD Prices,End of Day prices and additional trading information for SUPER CROP SAFE LTD. EOD Prices.,2019-02-01 13:24:05,1995-07-31,2019-01-31
BOM530885,Five Core Exim Ltd EOD Prices,End of Day prices and additional trading information for Five Core Exim Ltd EOD Prices.,2019-02-01 13:24:05,1995-07-31,2019-01-31
BOM530889,Alka India Ltd. EOD Prices,End of Day prices and additional trading information for Alka India Ltd. EOD Prices.,2015-11-12 11:56:54,1995-07-31,2015-08-26
BOM530897,N.G.INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for N.G.INDUSTRIES LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-08-04,2019-01-31
BOM530899,ASIA PACK LTD. EOD Prices,End of Day prices and additional trading information for ASIA PACK LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-02,2018-10-11
BOM530901,ACIL Cotton Industries Limited EOD Prices,End of Day prices and additional trading information for ACIL Cotton Industries Limited EOD Prices.,2019-02-01 13:24:05,1995-08-02,2018-02-05
BOM530905,SAI INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SAI INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-02,2010-01-12
BOM530909,ERP SOFT SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for ERP SOFT SYSTEMS LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-10,2018-10-04
BOM530915,J.R.FOODS LTD. EOD Prices,End of Day prices and additional trading information for J.R.FOODS LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-14,2019-01-31
BOM530917,R.R.SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for R.R.SECURITIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-07,2017-08-31
BOM530919,REMSONS INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for REMSONS INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-04,2019-01-31
BOM530921,INTEGRATED THERMOPLASTICS LTD. EOD Prices,End of Day prices and additional trading information for INTEGRATED THERMOPLASTICS LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-08,2018-07-10
BOM530923,RCL Foods Limited EOD Prices,End of Day prices and additional trading information for RCL Foods Limited EOD Prices.,2019-02-01 13:24:05,1995-08-04,2017-03-20
BOM530925,RAMSONS PROJECTS LTD. EOD Prices,End of Day prices and additional trading information for RAMSONS PROJECTS LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-07,2018-10-11
BOM530927,HARYANA FINANCIAL CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for HARYANA FINANCIAL CORPORATION LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-11,2011-07-13
BOM530931,STANPACKS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for STANPACKS (INDIA) LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-09,2019-01-21
BOM530937,Ums Technologies Ltd. EOD Prices,End of Day prices and additional trading information for Ums Technologies Ltd. EOD Prices.,2015-11-12 11:56:54,1995-08-24,2010-01-04
BOM530943,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD. EOD Prices,End of Day prices and additional trading information for SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-08,2019-01-31
BOM530945,GANGOTRI IRON & STEEL COMPANY LTD. EOD Prices,End of Day prices and additional trading information for GANGOTRI IRON & STEEL COMPANY LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-04,2017-02-06
BOM530951,RAMINFO LIMITED EOD Prices,End of Day prices and additional trading information for RAMINFO LIMITED EOD Prices.,2019-02-01 13:24:05,1995-08-08,2019-01-31
BOM530953,SUNIL AGRO FOODS LTD.-$ EOD Prices,End of Day prices and additional trading information for SUNIL AGRO FOODS LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-08-08,2019-01-31
BOM530955,Mindvision Capital Ltd EOD Prices,End of Day prices and additional trading information for Mindvision Capital Ltd EOD Prices.,2019-02-01 13:24:05,1995-08-09,2018-04-09
BOM530959,DIANA TEA CO.LTD. EOD Prices,End of Day prices and additional trading information for DIANA TEA CO.LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-24,2019-01-31
BOM530961,Vikas EcoTech Ltd EOD Prices,End of Day prices and additional trading information for Vikas EcoTech Ltd EOD Prices.,2019-02-01 13:24:05,1995-08-11,2019-01-31
BOM530965,INDIAN OIL CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for INDIAN OIL CORPORATION LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-09,2019-01-31
BOM530967,Kyra Landscapes Limited EOD Prices,End of Day prices and additional trading information for Kyra Landscapes Limited EOD Prices.,2019-02-01 13:24:05,1995-09-05,2017-05-02
BOM530971,NIMBUS INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for NIMBUS INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-11,2019-01-18
BOM530973,ALFA ICA (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for ALFA ICA (INDIA) LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-11,2019-01-30
BOM530977,Shri Keshav Cements And Infra Ltd EOD Prices,End of Day prices and additional trading information for Shri Keshav Cements And Infra Ltd EOD Prices.,2019-02-01 13:24:05,1995-08-11,2019-01-31
BOM530979,INDIA HOME LOAN LTD. EOD Prices,End of Day prices and additional trading information for INDIA HOME LOAN LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-14,2019-01-31
BOM530985,JPT SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for JPT SECURITIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-16,2019-01-31
BOM530989,Shantivijay Jewels Ltd.-$ EOD Prices,End of Day prices and additional trading information for Shantivijay Jewels Ltd.-$ EOD Prices.,2015-11-12 11:56:54,1995-08-16,2015-01-09
BOM530991,ROOPA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for ROOPA INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-17,2019-01-30
BOM530993,SARTHAK GLOBAL LTD. EOD Prices,End of Day prices and additional trading information for SARTHAK GLOBAL LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-16,2018-09-17
BOM530997,UNIQUE ORGANICS LTD. EOD Prices,End of Day prices and additional trading information for UNIQUE ORGANICS LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-17,2019-01-25
BOM530999,BALAJI AMINES LTD.-$ EOD Prices,End of Day prices and additional trading information for BALAJI AMINES LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-08-17,2019-01-31
BOM531003,SWARNA SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for SWARNA SECURITIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-21,2018-12-21
BOM531013,Sun Granite Export Ltd EOD Prices,End of Day prices and additional trading information for Sun Granite Export Ltd EOD Prices.,2015-11-12 11:56:54,1995-09-14,2013-06-25
BOM531015,Venmax Drugs And Pharmaceuticals Ltd EOD Prices,End of Day prices and additional trading information for Venmax Drugs And Pharmaceuticals Ltd EOD Prices.,2019-02-01 13:24:05,1995-08-21,2018-03-19
BOM531017,ARIHANT'S SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for ARIHANT'S SECURITIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-21,2018-08-21
BOM531025,VISAGAR FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for VISAGAR FINANCIAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-25,2019-01-23
BOM531027,LIBORD SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for LIBORD SECURITIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-25,2019-01-30
BOM531029,BHARAT TEXTILES & PROOFING INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for BHARAT TEXTILES & PROOFING INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-31,2018-11-02
BOM531033,REGAL ENTERTAINMENT & CONSULTANTS LTD. EOD Prices,End of Day prices and additional trading information for REGAL ENTERTAINMENT & CONSULTANTS LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-28,2018-10-24
BOM531035,Justride Enterprises Ltd EOD Prices,End of Day prices and additional trading information for Justride Enterprises Ltd EOD Prices.,2019-02-01 13:24:05,1995-08-28,2018-10-01
BOM531041,COMPETENT AUTOMOBILES CO.LTD. EOD Prices,End of Day prices and additional trading information for COMPETENT AUTOMOBILES CO.LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-31,2019-01-31
BOM531043,DHANVANTRI JEEVAN REKHA LTD. EOD Prices,End of Day prices and additional trading information for DHANVANTRI JEEVAN REKHA LTD. EOD Prices.,2019-02-01 13:24:05,1996-01-18,2019-01-31
BOM531047,Advance PowerInfra Tech Limited EOD Prices,End of Day prices and additional trading information for Advance PowerInfra Tech Limited EOD Prices.,2019-02-01 13:24:05,1995-08-31,2019-01-21
BOM531049,NEELKANTH ROCKMINERALS LTD. EOD Prices,End of Day prices and additional trading information for NEELKANTH ROCKMINERALS LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-31,2018-11-27
BOM531051,VINTAGE SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for VINTAGE SECURITIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-08-31,2018-12-19
BOM531055,GFL Financials India Limited EOD Prices,End of Day prices and additional trading information for GFL Financials India Limited EOD Prices.,2019-02-01 13:24:05,1995-09-01,2018-01-18
BOM531065,OSWAL OVERSEAS LTD. EOD Prices,End of Day prices and additional trading information for OSWAL OVERSEAS LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-07,2018-09-06
BOM531067,CONTIL INDIA LTD. EOD Prices,End of Day prices and additional trading information for CONTIL INDIA LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-04,2019-01-16
BOM531069,VIJAY SOLVEX LTD. EOD Prices,End of Day prices and additional trading information for VIJAY SOLVEX LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-05,2018-10-01
BOM531080,SHRI KRISHNA DEVCON LTD. EOD Prices,End of Day prices and additional trading information for SHRI KRISHNA DEVCON LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-07,2019-01-24
BOM531082,Alankit Ltd EOD Prices,End of Day prices and additional trading information for Alankit Ltd EOD Prices.,2019-02-01 13:24:05,1995-09-14,2019-01-31
BOM531083,NIHAR INFO GLOBAL LTD. EOD Prices,End of Day prices and additional trading information for NIHAR INFO GLOBAL LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-14,2019-01-31
BOM531084,Indo Bonito Multinational Ltd. EOD Prices,End of Day prices and additional trading information for Indo Bonito Multinational Ltd. EOD Prices.,2015-11-12 11:56:54,1995-09-14,2015-03-16
BOM531088,TULIP STAR HOTELS LTD.-$ EOD Prices,End of Day prices and additional trading information for TULIP STAR HOTELS LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-09-15,2018-11-15
BOM531091,UNITED CREDIT LTD. EOD Prices,End of Day prices and additional trading information for UNITED CREDIT LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-18,2019-01-30
BOM531092,OM METALS INFRAPROJECTS LTD. EOD Prices,End of Day prices and additional trading information for OM METALS INFRAPROJECTS LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-18,2019-01-31
BOM531096,Mount Everest Mineral Water Ltd. EOD Prices,End of Day prices and additional trading information for Mount Everest Mineral Water Ltd. EOD Prices.,2015-11-12 11:56:54,1995-09-20,2015-06-04
BOM531099,Rubra Medicaments Ltd. EOD Prices,End of Day prices and additional trading information for Rubra Medicaments Ltd. EOD Prices.,2015-11-12 11:56:54,1995-09-21,2015-08-25
BOM531102,SURANA CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for SURANA CORPORATION LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-25,2018-11-19
BOM531109,ISHAN DYES & CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for ISHAN DYES & CHEMICALS LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-25,2019-01-31
BOM531111,GOTHI PLASCON (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for GOTHI PLASCON (INDIA) LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-27,2019-01-30
BOM531112,Amaze Entertech Ltd EOD Prices,End of Day prices and additional trading information for Amaze Entertech Ltd EOD Prices.,2019-02-01 13:24:05,1995-09-27,2019-01-30
BOM531115,SYNERGY COSMETICS (EXIM) LTD. EOD Prices,End of Day prices and additional trading information for SYNERGY COSMETICS (EXIM) LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-29,2017-05-02
BOM531118,Silverton Spinners Limited EOD Prices,End of Day prices and additional trading information for Silverton Spinners Limited EOD Prices.,2019-02-01 13:24:05,1995-09-29,2016-06-06
BOM531119,CEENIK EXPORTS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for CEENIK EXPORTS (INDIA) LTD. EOD Prices.,2019-02-01 13:24:05,1995-09-29,2019-01-07
BOM531120,PATEL ENGINEERING LTD.-$ EOD Prices,End of Day prices and additional trading information for PATEL ENGINEERING LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-10-13,2019-01-31
BOM531126,VIRTUALSOFT SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for VIRTUALSOFT SYSTEMS LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-05,2018-10-19
BOM531127,Mena Mani Industries Ltd EOD Prices,End of Day prices and additional trading information for Mena Mani Industries Ltd EOD Prices.,2019-02-01 13:24:05,1995-10-06,2019-01-21
BOM531129,INANI MARBLES & INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for INANI MARBLES & INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-09,2019-01-31
BOM531134,Le Waterina Resorts & Hotels Limited EOD Prices,End of Day prices and additional trading information for Le Waterina Resorts & Hotels Limited EOD Prices.,2019-02-01 13:24:05,1995-10-09,2016-11-01
BOM531137,GEMSTONE INVESTMENTS LTD. EOD Prices,End of Day prices and additional trading information for GEMSTONE INVESTMENTS LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-09,2019-01-29
BOM531144,El Forge Ltd.-$ EOD Prices,End of Day prices and additional trading information for El Forge Ltd.-$ EOD Prices.,2015-11-12 11:56:54,1995-10-19,2015-11-02
BOM531146,MEDICAMEN BIOTECH LTD.-$ EOD Prices,End of Day prices and additional trading information for MEDICAMEN BIOTECH LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-10-10,2019-01-31
BOM531147,Alicon Castalloy Limited EOD Prices,End of Day prices and additional trading information for Alicon Castalloy Limited EOD Prices.,2019-02-01 13:24:05,1995-10-11,2019-01-31
BOM531149,SHREE RANG MARK TRAVELS LTD. EOD Prices,End of Day prices and additional trading information for SHREE RANG MARK TRAVELS LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-11,2017-05-29
BOM531153,DILIGENT INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for DILIGENT INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-11,2019-01-23
BOM531155,EPSOM PROPERTIES LTD. EOD Prices,End of Day prices and additional trading information for EPSOM PROPERTIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-12,2019-01-04
BOM531156,ALFAVISION OVERSEAS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for ALFAVISION OVERSEAS (INDIA) LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-12,2018-10-10
BOM531157,ORGANIC COATINGS LTD. EOD Prices,End of Day prices and additional trading information for ORGANIC COATINGS LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-12,2019-01-28
BOM531158,Catvision Limited EOD Prices,End of Day prices and additional trading information for Catvision Limited EOD Prices.,2019-02-01 13:24:05,1995-10-13,2019-01-29
BOM531160,Saumya Capital Limited EOD Prices,End of Day prices and additional trading information for Saumya Capital Limited EOD Prices.,2019-02-01 13:24:05,1995-10-13,2018-07-02
BOM531161,ABM KNOWLEDGEWARE LTD. EOD Prices,End of Day prices and additional trading information for ABM KNOWLEDGEWARE LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-16,2019-01-31
BOM531162,EMAMI LTD.-$ EOD Prices,End of Day prices and additional trading information for EMAMI LTD.-$ EOD Prices.,2019-02-01 13:24:05,1995-10-16,2019-01-31
BOM531163,Kemistar Corporation Limited EOD Prices,End of Day prices and additional trading information for Kemistar Corporation Limited EOD Prices.,2015-11-12 11:56:54,1995-10-16,2015-09-15
BOM531164,LASER DIAMONDS LTD. EOD Prices,End of Day prices and additional trading information for LASER DIAMONDS LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-16,2019-01-23
BOM531169,SKP SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for SKP SECURITIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-18,2019-01-21
BOM531171,Devika Proteins Ltd. EOD Prices,End of Day prices and additional trading information for Devika Proteins Ltd. EOD Prices.,2015-11-12 11:56:54,1995-10-18,2015-08-24
BOM531172,PRANAVADITYA SPINNING MILLS LTD. EOD Prices,End of Day prices and additional trading information for PRANAVADITYA SPINNING MILLS LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-18,2019-01-17
BOM531173,SYSCHEM (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for SYSCHEM (INDIA) LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-19,2019-01-31
BOM531175,BLS INFOTECH LTD. EOD Prices,End of Day prices and additional trading information for BLS INFOTECH LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-19,2019-01-30
BOM531176,MEFCOM CAPITAL MARKETS LTD. EOD Prices,End of Day prices and additional trading information for MEFCOM CAPITAL MARKETS LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-27,2019-01-18
BOM531178,Hemang Resources Ltd EOD Prices,End of Day prices and additional trading information for Hemang Resources Ltd EOD Prices.,2019-02-01 13:24:05,1995-10-23,2018-11-19
BOM531179,ARMAN FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for ARMAN FINANCIAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:05,1995-10-23,2019-01-28
BOM531190,Tavernier Resources Limi EOD Prices,End of Day prices and additional trading information for Tavernier Resources Limi EOD Prices.,2019-02-01 13:24:05,1995-11-06,2019-01-29
BOM531191,FILTRON ENGINEERS LTD. EOD Prices,End of Day prices and additional trading information for FILTRON ENGINEERS LTD. EOD Prices.,2019-02-01 13:24:05,1995-11-03,2017-08-16
BOM531192,Midas Infra Trade Limited EOD Prices,End of Day prices and additional trading information for Midas Infra Trade Limited EOD Prices.,2015-11-12 11:56:55,1995-11-03,2015-08-14
BOM531196,GAGAN POLYCOT INDIA LTD. EOD Prices,End of Day prices and additional trading information for GAGAN POLYCOT INDIA LTD. EOD Prices.,2019-02-01 13:24:05,1995-11-06,2019-01-29
