code,name,description,refreshed_at,from_date,to_date
BOM531198,DHANADA CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for DHANADA CORPORATION LTD. EOD Prices.,2019-02-01 13:24:05,1995-11-06,2019-01-31
BOM531199,GLANCE FINANCE LTD. EOD Prices,End of Day prices and additional trading information for GLANCE FINANCE LTD. EOD Prices.,2019-02-01 13:24:05,1995-11-06,2019-01-02
BOM531201,SHILCHAR TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for SHILCHAR TECHNOLOGIES LTD. EOD Prices.,2019-02-01 13:24:05,1995-11-06,2019-01-31
BOM531203,BRAND REALTY SERVICES LTD. EOD Prices,End of Day prices and additional trading information for BRAND REALTY SERVICES LTD. EOD Prices.,2019-02-01 13:24:05,1995-11-06,2018-07-18
BOM531205,KANSAL FIBRES LTD. EOD Prices,End of Day prices and additional trading information for KANSAL FIBRES LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-09,2015-01-07
BOM531206,KWALITY CREDIT & LEASING LTD. EOD Prices,End of Day prices and additional trading information for KWALITY CREDIT & LEASING LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-09,2019-01-31
BOM531207,RAYMED LABS LTD. EOD Prices,End of Day prices and additional trading information for RAYMED LABS LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-14,2019-01-02
BOM531209,NUCLEUS SOFTWARE EXPORTS LTD. EOD Prices,End of Day prices and additional trading information for NUCLEUS SOFTWARE EXPORTS LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-09,2019-01-31
BOM531210,COLINZ LABORATORIES LTD. EOD Prices,End of Day prices and additional trading information for COLINZ LABORATORIES LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-09,2019-01-28
BOM531211,WELLNESS NONI LTD. EOD Prices,End of Day prices and additional trading information for WELLNESS NONI LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-09,2018-12-17
BOM531212,NALIN LEASE FINANCE LTD. EOD Prices,End of Day prices and additional trading information for NALIN LEASE FINANCE LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-10,2019-01-01
BOM531213,MANAPPURAM FINANCE LTD. EOD Prices,End of Day prices and additional trading information for MANAPPURAM FINANCE LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-30,2019-01-31
BOM531215,RTS POWER CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for RTS POWER CORPORATION LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-13,2019-01-31
BOM531216,COMFORT INTECH LTD.-$ EOD Prices,End of Day prices and additional trading information for COMFORT INTECH LTD.-$ EOD Prices.,2019-02-01 13:24:06,1995-11-13,2019-01-22
BOM531217,WESTERN INDIA SHIPYARD LTD. EOD Prices,End of Day prices and additional trading information for WESTERN INDIA SHIPYARD LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-13,2017-02-06
BOM531218,Rishab Financial Services Ltd. EOD Prices,End of Day prices and additional trading information for Rishab Financial Services Ltd. EOD Prices.,2015-11-12 11:56:55,1995-11-13,2015-02-09
BOM531219,SHYAMA INFOSYS LTD. EOD Prices,End of Day prices and additional trading information for SHYAMA INFOSYS LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-13,2019-01-22
BOM531221,MAYUR FLOORINGS LTD. EOD Prices,End of Day prices and additional trading information for MAYUR FLOORINGS LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-14,2018-12-27
BOM531223,ANJANI SYNTHETICS LTD.-$ EOD Prices,End of Day prices and additional trading information for ANJANI SYNTHETICS LTD.-$ EOD Prices.,2019-02-01 13:24:06,1995-11-15,2019-01-31
BOM531225,Frontier Informatics Limited EOD Prices,End of Day prices and additional trading information for Frontier Informatics Limited EOD Prices.,2019-02-01 13:24:06,1995-11-16,2018-11-12
BOM531226,Doon Valley Rice Ltd. EOD Prices,End of Day prices and additional trading information for Doon Valley Rice Ltd. EOD Prices.,2015-11-12 11:56:55,1995-11-15,2007-10-10
BOM531227,DECO-MICA LTD. EOD Prices,End of Day prices and additional trading information for DECO-MICA LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-15,2019-01-28
BOM531228,RANDER CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for RANDER CORPORATION LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-15,2018-09-17
BOM531233,RASI ELECTRODES LTD. EOD Prices,End of Day prices and additional trading information for RASI ELECTRODES LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-20,2019-01-31
BOM531235,CITIPORT FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for CITIPORT FINANCIAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-20,2018-12-24
BOM531236,MEWAR POLYTEX LTD. EOD Prices,End of Day prices and additional trading information for MEWAR POLYTEX LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-24,2016-12-29
BOM531237,DHRUVA CAPITAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for DHRUVA CAPITAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-11,2017-12-15
BOM531241,LINC PEN & PLASTICS LTD.-$ EOD Prices,End of Day prices and additional trading information for LINC PEN & PLASTICS LTD.-$ EOD Prices.,2019-02-01 13:24:06,1995-11-22,2019-01-30
BOM531246,PRIMA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for PRIMA INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-22,2019-01-18
BOM531247,Alpha Hi-tech Fuel Ltd. EOD Prices,End of Day prices and additional trading information for Alpha Hi-tech Fuel Ltd. EOD Prices.,2015-11-12 11:56:55,1995-11-23,2015-08-26
BOM531250,RNB INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RNB INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-11,2017-05-02
BOM531252,Aneri Fincap Ltd EOD Prices,End of Day prices and additional trading information for Aneri Fincap Ltd EOD Prices.,2019-02-01 13:24:06,1995-11-27,2019-01-17
BOM531253,INDIA GELATINE & CHEMICALS LTD.-$ EOD Prices,End of Day prices and additional trading information for INDIA GELATINE & CHEMICALS LTD.-$ EOD Prices.,2019-02-01 13:24:06,1995-11-27,2019-01-31
BOM531254,Optimus Finance Ltd EOD Prices,End of Day prices and additional trading information for Optimus Finance Ltd EOD Prices.,2019-02-01 13:24:06,1995-11-27,2019-01-08
BOM531255,PARAGON FINANCE LTD. EOD Prices,End of Day prices and additional trading information for PARAGON FINANCE LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-27,2019-01-29
BOM531257,PRATIKSHA CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for PRATIKSHA CHEMICALS LTD. EOD Prices.,2019-02-01 13:24:06,1995-11-27,2019-01-11
BOM531259,Esha Media Research Limited EOD Prices,End of Day prices and additional trading information for Esha Media Research Limited EOD Prices.,2019-02-01 13:24:06,1995-12-07,2018-09-11
BOM531260,YKM INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for YKM INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-04,2011-11-14
BOM531262,Surya Industrial Corporation Ltd. EOD Prices,End of Day prices and additional trading information for Surya Industrial Corporation Ltd. EOD Prices.,2015-11-12 11:56:55,1995-12-05,2015-08-27
BOM531265,PROGRESSIVE EXTRACTIONS & EXPORTS LTD. EOD Prices,End of Day prices and additional trading information for PROGRESSIVE EXTRACTIONS & EXPORTS LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-04,2018-05-04
BOM531266,V.S.T.TILLERS TRACTORS LTD.-$ EOD Prices,End of Day prices and additional trading information for V.S.T.TILLERS TRACTORS LTD.-$ EOD Prices.,2019-02-01 13:24:06,1995-12-07,2019-01-31
BOM531268,B2B SOFTWARE TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for B2B SOFTWARE TECHNOLOGIES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-05,2019-01-17
BOM531269,Klg Systel Ltd. EOD Prices,End of Day prices and additional trading information for Klg Systel Ltd. EOD Prices.,2015-11-12 11:56:55,1995-12-06,2013-12-27
BOM531270,DAZZEL CONFINDIVE LTD. EOD Prices,End of Day prices and additional trading information for DAZZEL CONFINDIVE LTD. EOD Prices.,2019-02-01 13:24:06,1996-02-05,2017-08-02
BOM531272,NIKKI GLOBAL FINANCE LTD. EOD Prices,End of Day prices and additional trading information for NIKKI GLOBAL FINANCE LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-05,2019-01-22
BOM531273,Radhe Developers (india) Ltd. EOD Prices,End of Day prices and additional trading information for Radhe Developers (india) Ltd. EOD Prices.,2015-11-12 11:56:55,1995-12-07,2015-08-26
BOM531274,KINETIC TRUST LTD. EOD Prices,End of Day prices and additional trading information for KINETIC TRUST LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-07,2018-09-17
BOM531276,Bombay Swadeshi Stores Ltd. EOD Prices,End of Day prices and additional trading information for Bombay Swadeshi Stores Ltd. EOD Prices.,2015-11-12 11:56:55,1995-12-08,2015-11-09
BOM531278,Elixir Capital Ltd EOD Prices,End of Day prices and additional trading information for Elixir Capital Ltd EOD Prices.,2019-02-01 13:24:06,1995-12-08,2019-01-31
BOM531279,TRISHAKTI ELECTRONICS & INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for TRISHAKTI ELECTRONICS & INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-11,2019-01-01
BOM531280,PANKAJ POLYMERS LTD. EOD Prices,End of Day prices and additional trading information for PANKAJ POLYMERS LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-11,2018-12-13
BOM531281,PG INDUSTRY LTD. EOD Prices,End of Day prices and additional trading information for PG INDUSTRY LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-11,2018-12-28
BOM531283,CINDRELLA FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for CINDRELLA FINANCIAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-11,2018-08-23
BOM531287,NATIONAL PLASTIC TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for NATIONAL PLASTIC TECHNOLOGIES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-11,2019-01-30
BOM531288,LEAD FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for LEAD FINANCIAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-13,2018-12-21
BOM531289,National Fittings Limited EOD Prices,End of Day prices and additional trading information for National Fittings Limited EOD Prices.,2019-02-01 13:24:06,1995-12-13,2019-01-31
BOM531295,SUNLAKE RESORTS & HOTELS LTD. EOD Prices,End of Day prices and additional trading information for SUNLAKE RESORTS & HOTELS LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-15,2015-12-11
BOM531297,ARTEFACT PROJECTS LTD. EOD Prices,End of Day prices and additional trading information for ARTEFACT PROJECTS LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-15,2019-01-31
BOM531300,AMIT INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for AMIT INTERNATIONAL LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-18,2019-01-31
BOM531301,HIGH STREET FILATEX LTD. EOD Prices,End of Day prices and additional trading information for HIGH STREET FILATEX LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-18,2018-12-27
BOM531304,NUTECH GLOBAL LTD. EOD Prices,End of Day prices and additional trading information for NUTECH GLOBAL LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-18,2019-01-18
BOM531306,DHP INDIA LTD. EOD Prices,End of Day prices and additional trading information for DHP INDIA LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-19,2019-01-31
BOM531307,S R K INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for S R K INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-19,2019-01-31
BOM531310,AVAILABLE FINANCE LTD. EOD Prices,End of Day prices and additional trading information for AVAILABLE FINANCE LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-20,2019-01-24
BOM531314,INTEGRA CAPITAL MANAGEMENT LTD. EOD Prices,End of Day prices and additional trading information for INTEGRA CAPITAL MANAGEMENT LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-22,2019-01-23
BOM531319,MARUTI SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for MARUTI SECURITIES LTD. EOD Prices.,2019-02-01 13:24:06,1995-12-22,2018-11-30
BOM531320,Exotic Coal Ltd. EOD Prices,End of Day prices and additional trading information for Exotic Coal Ltd. EOD Prices.,2015-11-12 11:56:55,1996-01-01,2015-08-20
BOM531323,Jayatma Industries Ltd EOD Prices,End of Day prices and additional trading information for Jayatma Industries Ltd EOD Prices.,2019-02-01 13:24:06,1996-01-01,2019-01-28
BOM531324,ROSELABS FINANCE LTD. EOD Prices,End of Day prices and additional trading information for ROSELABS FINANCE LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-01,2019-01-22
BOM531327,CHARMS INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for CHARMS INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-02,2019-01-03
BOM531328,Kretto Syscon Ltd EOD Prices,End of Day prices and additional trading information for Kretto Syscon Ltd EOD Prices.,2019-02-01 13:24:06,1996-01-02,2019-01-29
BOM531334,Vikalp Securities Ltd. EOD Prices,End of Day prices and additional trading information for Vikalp Securities Ltd. EOD Prices.,2015-11-12 11:56:55,1996-01-03,2015-02-09
BOM531335,ZYDUS WELLNESS LTD.-$ EOD Prices,End of Day prices and additional trading information for ZYDUS WELLNESS LTD.-$ EOD Prices.,2019-02-01 13:24:06,1996-01-03,2019-01-31
BOM531336,AUROMA COKE LTD. EOD Prices,End of Day prices and additional trading information for AUROMA COKE LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-03,2018-12-24
BOM531337,IRIS MEDIAWORKS LTD. EOD Prices,End of Day prices and additional trading information for IRIS MEDIAWORKS LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-03,2019-01-31
BOM531338,MILESTONE GLOBAL LTD. EOD Prices,End of Day prices and additional trading information for MILESTONE GLOBAL LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-04,2018-10-05
BOM531339,JAIHIND PROJECTS LTD. EOD Prices,End of Day prices and additional trading information for JAIHIND PROJECTS LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-05,2019-01-31
BOM531340,BERVIN INVESTMENT & LEASING LTD. EOD Prices,End of Day prices and additional trading information for BERVIN INVESTMENT & LEASING LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-05,2019-01-31
BOM531341,GUJARAT INVESTA LTD. EOD Prices,End of Day prices and additional trading information for GUJARAT INVESTA LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-05,2018-12-20
BOM531343,INDIA INFRASPACE LTD. EOD Prices,End of Day prices and additional trading information for INDIA INFRASPACE LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-08,2018-11-22
BOM531344,CONTAINER CORPORATION OF INDIA LTD. EOD Prices,End of Day prices and additional trading information for CONTAINER CORPORATION OF INDIA LTD. EOD Prices.,2019-02-01 13:24:06,1996-02-02,2019-01-31
BOM531346,EASTERN TREADS LTD. EOD Prices,End of Day prices and additional trading information for EASTERN TREADS LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-08,2019-01-31
BOM531349,PANACEA BIOTEC LTD. EOD Prices,End of Day prices and additional trading information for PANACEA BIOTEC LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-09,2019-01-31
BOM531352,PEETI SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for PEETI SECURITIES LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-11,2019-01-25
BOM531357,MERCURY METALS LTD. EOD Prices,End of Day prices and additional trading information for MERCURY METALS LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-15,2018-02-22
BOM531358,CHOICE INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for CHOICE INTERNATIONAL LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-15,2019-01-31
BOM531359,SHRIRAM ASSET MANAGEMENT CO.LTD. EOD Prices,End of Day prices and additional trading information for SHRIRAM ASSET MANAGEMENT CO.LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-15,2019-01-31
BOM531360,Golechha Global Finance Ltd. EOD Prices,End of Day prices and additional trading information for Golechha Global Finance Ltd. EOD Prices.,2015-11-12 11:56:56,1996-01-15,2015-08-17
BOM531363,KARUR K.C.P.PACKKAGINGS LTD. EOD Prices,End of Day prices and additional trading information for KARUR K.C.P.PACKKAGINGS LTD. EOD Prices.,2019-02-01 13:24:06,1996-02-27,2017-06-19
BOM531364,Aqua Pumps Infra Ventures Limited EOD Prices,End of Day prices and additional trading information for Aqua Pumps Infra Ventures Limited EOD Prices.,2019-02-01 13:24:06,1996-01-16,2019-01-31
BOM531366,Kohinoor Broadcasting Corporation Ltd. EOD Prices,End of Day prices and additional trading information for Kohinoor Broadcasting Corporation Ltd. EOD Prices.,2015-11-12 11:56:55,1996-01-17,2015-08-25
BOM531367,DOLLEX INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for DOLLEX INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-22,2018-02-07
BOM531370,SPARC SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for SPARC SYSTEMS LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-22,2019-01-17
BOM531373,THE BYKE HOSPITALITY LTD. EOD Prices,End of Day prices and additional trading information for THE BYKE HOSPITALITY LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-24,2019-01-31
BOM531380,CENTENIAL SURGICAL SUTURE LTD. EOD Prices,End of Day prices and additional trading information for CENTENIAL SURGICAL SUTURE LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-29,2019-01-29
BOM531381,ARIHANT FOUNDATIONS & HOUSING LTD.-$ EOD Prices,End of Day prices and additional trading information for ARIHANT FOUNDATIONS & HOUSING LTD.-$ EOD Prices.,2019-02-01 13:24:06,1996-01-29,2019-01-28
BOM531382,JAYAVANT PRODUCTS LTD. EOD Prices,End of Day prices and additional trading information for JAYAVANT PRODUCTS LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-29,2016-04-12
BOM531387,HASTI FINANCE LTD. EOD Prices,End of Day prices and additional trading information for HASTI FINANCE LTD. EOD Prices.,2019-02-01 13:24:06,1996-01-29,2018-12-06
BOM531390,UPSURGE INVESTMENT & FINANCE LTD. EOD Prices,End of Day prices and additional trading information for UPSURGE INVESTMENT & FINANCE LTD. EOD Prices.,2019-02-01 13:24:06,1996-02-01,2019-01-30
